index,label,white_proportion
0,0,0.7974
1,1,0.9769681818181818
2,0,0.8336522727272727
3,0,0.7628431818181818
4,0,0.8261204545454546
5,1,0.9767863636363636
6,0,0.8430727272727273
7,0,0.787190909090909
8,1,0.9589022727272727
9,1,0.9702522727272728
10,1,0.9751545454545455
11,0,0.750825
12,0,0.8463977272727272
13,1,0.917459090909091
14,1,0.833709090909091
15,1,0.8873659090909091
16,0,0.8215727272727272
17,0,0.7566886363636364
18,1,0.9160181818181818
19,1,0.9385772727272728
20,0,0.7348022727272727
21,0,0.7018113636363636
22,0,0.9470386363636364
23,1,0.9265909090909091
24,0,0.8321909090909091
25,1,0.9116113636363636
26,1,0.8626159090909091
27,0,0.7397181818181818
28,0,0.877775
29,1,0.9128409090909091
30,0,0.9012340909090909
31,0,0.846315909090909
32,1,0.895975
33,1,0.8427840909090909
34,0,0.7548818181818182
35,1,0.9307136363636364
36,1,0.9767477272727273
37,0,0.8434340909090909
38,0,0.818525
39,1,0.8666522727272727
40,0,0.7979977272727272
41,1,0.9579545454545455
42,0,0.8108477272727272
43,0,0.7693727272727273
44,0,0.9113295454545455
45,0,0.8311090909090909
46,1,0.9194068181818181
47,0,0.8334045454545455
48,0,0.7330159090909091
49,0,0.8208159090909091
50,1,0.935025
51,1,0.9768772727272728
52,0,0.7563772727272727
53,1,0.9321909090909091
54,1,0.8361704545454546
55,0,0.7575454545454545
56,0,0.8388477272727273
57,0,0.8749545454545454
58,1,0.9773659090909091
59,1,0.9067727272727273
60,0,0.7740272727272727
61,0,0.8090886363636364
62,0,0.7324409090909091
63,0,0.8578159090909091
64,1,0.8588840909090909
65,0,0.8345318181818182
66,0,0.7260159090909091
67,0,0.8069704545454546
68,0,0.8465409090909091
69,1,0.9151431818181818
70,0,0.8163022727272727
71,1,0.8309522727272727
72,0,0.8030840909090909
73,0,0.8038772727272727
74,0,0.8505613636363636
75,0,0.7548568181818182
76,1,0.9069295454545454
77,1,0.9112204545454545
78,0,0.8465545454545454
79,1,0.9748954545454546
80,0,0.8897818181818182
81,1,0.9768136363636364
82,1,0.8514613636363636
83,0,0.8788136363636364
84,0,0.8288840909090909
85,0,0.8472363636363637
86,0,0.8887181818181819
87,0,0.8372363636363637
88,0,0.8516204545454545
89,0,0.7011181818181819
90,0,0.7676431818181818
91,1,0.8596840909090909
92,0,0.7910704545454545
93,0,0.8295931818181819
94,0,0.7982659090909091
95,1,0.9769613636363637
96,0,0.7712886363636363
97,0,0.9257136363636363
98,0,0.8738409090909091
99,0,0.7487795454545455
100,1,0.8846590909090909
101,0,0.797459090909091
102,0,0.8505409090909091
103,1,0.8826863636363637
104,1,0.9168522727272728
105,0,0.7874340909090909
106,0,0.8292840909090909
107,0,0.8198022727272727
108,0,0.8853227272727273
109,0,0.8459522727272727
110,0,0.7645909090909091
111,0,0.8074886363636363
112,1,0.97225
113,1,0.8970113636363637
114,0,0.8664068181818182
115,1,0.9768613636363637
116,1,0.9774431818181818
117,1,0.8451068181818182
118,1,0.8888863636363636
119,1,0.8885363636363637
120,0,0.7724909090909091
121,0,0.8097386363636364
122,0,0.8466295454545455
123,1,0.888275
124,1,0.8613613636363636
125,0,0.8083045454545454
126,0,0.7671545454545454
127,1,0.8859636363636364
128,0,0.7964295454545455
129,0,0.8075954545454546
130,1,0.9694272727272727
131,0,0.8533318181818181
132,0,0.8013295454545455
133,0,0.8123772727272728
134,0,0.8572772727272727
135,0,0.8611590909090909
136,0,0.7579318181818182
137,0,0.8101113636363636
138,1,0.8618227272727272
139,0,0.8724
140,0,0.7468863636363636
141,0,0.7931863636363636
142,0,0.8153568181818182
143,0,0.8382272727272727
144,1,0.9142204545454545
145,0,0.8388818181818182
146,0,0.7845045454545455
147,0,0.8130568181818182
148,1,0.9769545454545454
149,0,0.8189295454545454
150,0,0.7558477272727273
151,0,0.9144159090909091
152,1,0.8512181818181818
153,1,0.8636386363636364
154,0,0.8684636363636363
155,0,0.8135636363636364
156,1,0.8509
157,1,0.931125
158,0,0.7868113636363636
159,1,0.8989886363636364
160,1,0.9249931818181818
161,0,0.8613340909090909
162,0,0.8829045454545454
163,0,0.9070681818181818
164,0,0.8721840909090909
165,0,0.8177818181818182
166,0,0.8785045454545455
167,0,0.8575409090909091
168,0,0.8394977272727273
169,0,0.836759090909091
170,0,0.7855681818181818
171,0,0.8472068181818182
172,1,0.8283386363636364
173,0,0.7702886363636363
174,0,0.7688090909090909
175,1,0.8494363636363637
176,1,0.8546318181818182
177,0,0.8879045454545454
178,1,0.8883954545454545
179,1,0.9148522727272728
180,1,0.8979431818181818
181,1,0.9167522727272728
182,1,0.9094272727272728
183,0,0.8686090909090909
184,1,0.8934431818181818
185,0,0.7954772727272728
186,0,0.8408318181818182
187,0,0.7631045454545454
188,1,0.9466068181818181
189,0,0.8199363636363637
190,0,0.85945
191,1,0.8679136363636364
192,0,0.8005863636363636
193,1,0.8553318181818181
194,1,0.9192659090909091
195,0,0.8902818181818182
196,1,0.8539545454545454
